Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
504.34464825000043,1000,,,,0.0169921875,0.03603515625,-0.97763671875,-0.03969450001646287,-0.129983536475647,23.646318977290584,-4.4666437721196415,0,0,105.61968402466837,0,0,0,0,0.058984375,,
510.5221225000003,1045,,,,0,0.054296875,-0.97216796875,-0.03964278315278818,-0.11274403738007914,23.650556024910316,-4.4695681909809535,0,0,105.70777358651758,0,0,0,0,0.05859375,,
516.7877580000002,1090,,,,0.026171875,0.02294921875,-0.9888671875,-0.05321225447834345,-0.14789589601653805,23.638080651589853,-4.237854274262437,0,0,100.17474245275585,0,0,0,0,0.145703125,,
522.7497275000003,1135,,,,0.014453125,0.0255859375,-0.98916015625,-0.0832503027597182,-0.23225511511933136,23.626294654023454,-3.861594994340762,0,0,91.23517978480378,0,0,0,0,0.43896484375,,
528.7996842500003,1180,,,,0.02666015625,0.0189453125,-0.9966796875,-0.11604383732882836,-0.3528506991744008,23.604598639727737,-3.3088588031159247,0,0,78.1042844547351,0,0,0,0,0.571484375,,
534.8477940000001,1225,,,,0.0162109375,0.0212890625,-1.00263671875,-0.14833231772213812,-0.4951096131673524,23.57129511005837,-2.5334523588869917,0,0,59.71675240979213,0,0,0,0,0.512109375,,
540.9685185000004,1270,,,,0.02158203125,0.0177734375,-0.99052734375,-0.2044720685762933,-0.6748992858074329,23.524445024097183,-1.438475633354623,0,0,33.83934115181175,0,0,0,0,0.509375,,
547.0209540000003,1315,,,,0.0220703125,0.02490234375,-0.994140625,-0.2549932992237743,-0.8570828973689523,23.46501923741551,-0.02915576759767812,0,0,1.0504107270892489,0,0,0,0,0.91591796875,,
553.1063437500002,1360,,,,-0.00009765625,0.03203125,-0.99716796875,-0.3312696145530932,-1.1382722431919272,23.37908661871334,1.909706982706065,0,0,44.64719759574969,0,0,0,0,0.95205078125,,
559.3158757500003,1405,,,,0.02724609375,0.0201171875,-1.02861328125,-0.41147295722524857,-1.393810342384949,23.269299759075206,4.314949989290609,0,0,100.40580942167493,0,0,0,0,1.15009765625,,
565.4338560000004,1450,,,,-0.0123046875,0.0056640625,-0.981640625,-0.4971957118319133,-1.6780158102181595,23.13562192865393,7.153618111801293,0,0,165.50324438267145,0,0,0,0,1.92275390625,,
571.6051532500002,1495,,,,-0.019921875,0.0380859375,-0.99580078125,-0.5808915188972995,-1.9556284374039634,22.980887074073035,10.315256832802419,0,0,237.0536519126966,0,0,0,0,2.15419921875,,
577.7472120000001,1540,,,,0.02060546875,0.01552734375,-0.99375,-0.6633634601698434,-2.2247452161700947,22.804074364276605,13.837174889703183,0,0,315.5439557204208,0,0,0,0,1.82099609375,,
583.7855810000003,1585,,,,-0.01025390625,0.030078125,-0.991796875,-0.751863928646707,-2.5210603679179178,22.602142872288844,17.787190996692647,0,0,402.0284397953132,0,0,0,0,1.81357421875,,
589.8022897500003,1630,,,,0,0.054296875,-0.97333984375,-0.03226445073792607,-0.10137632441693001,23.514231366405628,-4.482271744768466,0,0,105.39718144862431,0,0,0,0,0.0900390625,,
595.8697030000005,1675,,,,0,0.05419921875,-0.97236328125,-0.03267975405064514,-0.10233493924498469,23.554604671416495,-4.4783125127879115,0,0,105.48487784753999,0,0,0,0,0.05859375,,
